Geo_GEOID,Geo_NAME,SE_T001_001,SE_T002_001,SE_T002_002,SE_T003_001,SE_T003_002,SE_T003_003,SE_T150_002,SE_T150_008,SE_T027_008,SE_T030_002,SE_T037_003,SE_T049_003,SE_T049_004,SE_T049_005,SE_T049_006,SE_T049_007,SE_T049_009,SE_T049_011,SE_T049_012,SE_T053_003,SE_T053_004,SE_T053_006,SE_T056_002,SE_T056_017,SE_T080_002,SE_T108_002,SE_T114_002,SE_T128_003,SE_T128_004,SE_T128_005,SE_T128_006,SE_T129_009,SE_T145_002,SE_T131_002,B07003013,B07003016,B10063002
05000US05003,"Ashley County, Arkansas",20989,20989,22.68226,940.5265,925.3486,15.17791,2309,73,34,30,894,606,1529,94,933,580,161,2154,276,1523,532,30,878,116,464,2631,1470,17,13,31,208,203,2536,1106,268,28,516
05000US05005,"Baxter County, Arkansas",40992,40992,73.95492,586.7249,554.2836,32.44121,4018,129,27,111,1016,771,2773,148,2100,393,839,4445,1270,1866,1656,21,1007,275,511,6821,1591,64,10,30,393,191,3735,4952,1004,55,413
05000US05007,"Benton County, Arkansas",245231,245231,289.3643,883.906,847.4821,36.42397,20270,1228,425,546,4098,7738,15612,2821,27206,5626,5488,20030,8561,9705,9722,147,3984,5119,907,40556,10620,128,195,159,1681,903,27981,15958,7922,2017,2969
05000US05009,"Boone County, Arkansas",37301,37301,63.18658,601.9999,590.3311,11.66887,3926,181,73,164,1404,1016,1841,103,1773,1884,856,2834,1725,1884,1860,77,1293,412,462,5545,2014,0,60,71,163,330,4223,3468,1298,36,377
05000US05011,"Bradley County, Arkansas",11096,11096,17.09085,652.9171,649.2364,3.680683,1526,22,12,11,498,335,683,71,404,90,142,1110,188,868,388,0,575,61,118,1210,1188,13,0,0,37,192,1577,643,84,8,169
05000US05013,"Calhoun County, Arkansas",5210,5210,8.288731,632.3968,628.5643,3.832507,621,21,9,0,162,226,558,39,182,151,47,497,42,466,263,0,193,12,8,549,308,6,13,0,49,75,631,439,38,0,74
05000US05015,"Carroll County, Arkansas",27690,27690,43.9538,638.6222,629.9797,8.642536,3153,219,45,93,739,1000,2512,95,1205,619,613,2033,1271,1520,1524,12,728,171,214,3938,1506,1,26,11,446,247,4555,2740,738,198,450
05000US05017,"Chicot County, Arkansas",11189,11189,17.36586,690.7936,644.3101,46.48348,1540,19,10,29,446,245,488,56,502,151,103,889,306,906,284,0,845,76,145,855,1122,50,0,9,77,69,1343,663,283,7,359
05000US05019,"Clark County, Arkansas",22684,22684,26.19175,882.8295,866.0743,16.75528,1770,214,74,66,858,401,1246,65,1371,423,443,3049,1205,1793,796,45,1230,130,190,2532,1419,43,0,8,381,199,2483,1558,694,67,331
05000US05021,"Clay County, Arkansas",15202,15202,23.77363,641.4363,639.4479,1.988342,2258,31,27,35,474,366,1010,161,933,414,116,1482,310,852,703,1,783,56,147,1829,988,0,29,0,184,100,1785,1166,279,0,198
05000US05023,"Cleburne County, Arkansas",25587,25587,46.21174,591.9205,553.6905,38.22999,3140,146,38,49,903,852,1567,248,1194,660,417,2022,854,1432,1295,32,769,278,98,3738,1187,0,0,16,128,500,3473,2784,951,15,388
05000US05025,"Cleveland County, Arkansas",8421,8421,14.08704,598.7491,597.7837,0.965389,799,11,4,28,317,251,495,57,316,261,188,842,98,839,224,0,292,52,197,964,593,19,12,0,108,111,795,684,80,3,185
05000US05027,"Columbia County, Arkansas",24168,24168,31.54813,766.7527,766.0675,0.6852151,2231,68,0,169,1044,391,2058,256,1281,342,322,2869,806,2045,648,14,1231,99,164,3035,1788,20,0,0,422,61,2744,1475,621,21,348
05000US05029,"Conway County, Arkansas",21060,21060,38.13443,566.6677,552.2568,14.41085,2182,106,45,70,650,698,990,227,955,563,546,1943,513,1347,805,9,912,204,195,3140,1581,64,16,0,108,152,2273,1506,245,18,331
05000US05031,"Craighead County, Arkansas",102884,102884,145.4643,712.7201,707.28,5.44006,7886,948,386,158,3182,3381,6741,1072,6225,2072,2357,13154,4278,6466,4832,54,3223,1093,729,14485,6827,143,136,44,955,644,13906,5848,2357,441,1699
05000US05033,"Crawford County, Arkansas",61927,61927,104.752,603.1938,591.1775,12.01639,6097,260,182,76,1940,1898,4267,748,3124,1534,1307,6094,1761,3692,2091,25,2052,372,621,10151,4189,49,44,9,444,433,7847,4805,1421,72,1588
05000US05035,"Crittenden County, Arkansas",49511,49511,81.12172,636.3689,610.3298,26.03911,5661,116,41,113,2048,697,2331,818,2414,2024,816,5345,1755,3621,1514,79,1871,320,360,6789,5069,106,24,0,387,174,5632,2894,1344,139,992
05000US05037,"Cross County, Arkansas",17329,17329,28.11412,622.3068,616.3806,5.92614,2246,42,25,79,573,479,757,231,1094,423,300,1713,291,1433,719,37,695,148,146,2259,1148,9,13,0,125,173,1774,1053,82,4,340
05000US05039,"Dallas County, Arkansas",7738,7738,11.59448,668.106,667.3863,0.719713,894,0,0,0,227,102,724,20,319,256,108,529,191,722,205,6,237,6,60,764,380,1,8,30,130,63,821,552,235,0,128
05000US05041,"Desha County, Arkansas",12234,12234,15.92667,819.52,768.1453,51.37467,1912,16,0,3,651,226,470,32,638,168,180,1087,295,1111,330,0,749,52,739,990,1496,7,0,16,97,123,1403,583,154,11,283
05000US05043,"Drew County, Arkansas",18688,18688,22.56041,835.6592,828.3539,7.305315,2124,99,45,65,1096,307,944,129,992,92,327,2478,566,1643,799,10,1266,60,362,1890,1456,7,21,0,161,212,2326,941,433,11,259
05000US05045,"Faulkner County, Arkansas",120417,120417,185.8538,664.0735,647.9124,16.16111,6516,1153,404,314,3538,4200,5087,1422,7730,2596,3086,14282,5152,9693,4917,49,3284,1086,910,18130,4735,146,138,106,1019,790,13891,7920,2535,307,1369
05000US05047,"Franklin County, Arkansas",17799,17799,29.23342,619.6424,608.858,10.78438,2270,42,12,64,638,527,1114,104,767,492,268,1699,322,1307,510,18,739,57,73,2408,1196,48,0,0,118,143,1710,1432,359,68,150
05000US05049,"Fulton County, Arkansas",12186,12186,19.71228,620.3276,618.1934,2.134159,1433,10,0,56,340,482,342,98,592,355,165,1042,331,715,583,12,387,18,95,2140,1098,22,0,0,36,113,1374,1194,548,12,233
05000US05051,"Garland County, Arkansas",97119,97119,143.2826,734.6267,677.8143,56.81244,8101,652,301,220,4007,3361,3164,817,5851,1600,2038,9668,5346,5426,4517,75,3636,1035,735,14711,6348,209,161,107,657,884,14102,9435,3282,79,1542
05000US05053,"Grant County, Arkansas",18046,18046,28.56233,632.9301,631.8113,1.118816,1235,88,9,7,666,593,1245,321,755,705,256,1764,443,1298,601,3,474,93,318,2794,726,11,1,0,95,114,1623,1582,449,0,296
05000US05055,"Greene County, Arkansas",43745,43745,75.72422,579.5376,577.6883,1.849269,4278,132,27,50,1625,791,4251,529,2330,1004,851,4726,1074,2498,1693,24,1416,293,257,6099,2695,2,34,0,149,311,5123,3126,1026,66,849
05000US05057,"Hempstead County, Arkansas",22208,22208,30.52561,741.1774,727.5203,13.65711,3153,46,34,55,783,705,1877,100,951,472,317,1906,493,1754,841,29,786,55,156,2356,2238,16,0,0,134,177,3204,1186,599,2,334
05000US05059,"Hot Spring County, Arkansas",33440,33440,54.35566,622.1709,615.2073,6.963622,3317,63,13,54,988,943,1827,259,1754,858,493,3408,1276,2432,841,35,1121,169,172,4367,1693,77,10,1,132,262,3698,2691,426,11,651
05000US05061,"Howard County, Arkansas",13487,13487,22.915,595.314,588.5665,6.747415,1867,4,0,120,439,347,1356,93,530,258,132,1147,323,876,606,0,502,141,55,1391,1199,83,0,5,212,88,2024,778,170,43,235
05000US05063,"Independence County, Arkansas",37030,37030,48.47152,771.519,763.9537,7.565363,3879,206,104,48,1127,1246,2400,288,1477,892,623,4129,1376,2524,1528,30,1077,374,175,5565,2411,0,15,0,280,257,4760,2347,660,38,799
05000US05065,"Izard County, Arkansas",13461,13461,23.18559,584.0172,580.576,3.441175,1610,20,2,38,488,410,542,147,571,143,194,1211,330,846,719,5,569,56,58,1791,911,0,8,0,81,81,1648,1504,284,110,183
05000US05067,"Jackson County, Arkansas",17495,17495,27.59739,641.4997,633.9368,7.5629,2938,8,0,76,456,339,982,149,781,518,246,912,259,971,558,23,804,103,99,1861,1533,13,0,0,93,133,1960,1163,180,16,340
05000US05069,"Jefferson County, Arkansas",72385,72385,83.12991,913.7753,870.7455,43.02979,7556,342,129,194,2937,1054,4557,813,2774,1715,1077,7675,1510,7320,1529,52,3187,417,3303,9120,6361,137,10,16,353,395,7155,4736,901,155,1383
05000US05071,"Johnson County, Arkansas",26025,26025,39.43839,682.7441,659.8901,22.85404,3579,92,19,107,632,696,2619,87,1325,637,222,2483,495,1535,1053,18,872,167,169,3715,1929,63,10,0,213,244,3340,1788,346,28,391
05000US05073,"Lafayette County, Arkansas",7127,7127,13.49056,545.0789,528.2952,16.78367,1003,20,8,50,315,94,411,36,259,158,83,595,119,498,352,38,509,85,53,829,510,8,0,0,52,82,955,444,154,11,157
05000US05075,"Lawrence County, Arkansas",16915,16915,28.78574,592.3452,587.6174,4.727792,2089,62,12,94,580,573,871,118,764,483,140,1782,531,1321,712,45,720,39,129,1771,1081,13,0,0,230,215,2112,1272,331,11,301
05000US05077,"Lee County, Arkansas",9781,9781,16.23076,619.502,602.6212,16.88074,2132,7,0,0,548,189,297,37,340,117,85,606,156,639,368,0,797,45,95,657,732,1,14,1,111,15,1170,375,109,0,165
05000US05079,"Lincoln County, Arkansas",13935,13935,24.81472,572.1854,561.5618,10.62357,2110,39,22,49,431,217,447,2,327,142,62,1051,184,871,277,32,471,52,269,1035,771,0,0,0,70,47,1172,665,295,3,149
05000US05081,"Little River County, Arkansas",12616,12616,23.70286,564.7658,532.2564,32.50942,1249,7,0,18,452,345,1036,15,635,278,113,1080,291,938,221,0,373,42,55,1325,763,0,0,0,114,33,1626,1131,363,46,228
05000US05083,"Logan County, Arkansas",21935,21935,30.97641,731.5524,708.1196,23.43277,2629,22,4,17,748,596,1605,172,982,392,290,2255,340,1636,1051,33,691,175,135,3022,1190,45,1,0,122,352,2191,1685,357,74,479
05000US05085,"Lonoke County, Arkansas",71279,71279,92.45847,802.8484,770.9299,31.91844,5536,103,36,130,1932,2179,3281,1035,4063,2114,1597,7872,2401,6025,2785,50,1458,325,376,12062,3090,60,80,27,541,371,7063,6864,1793,519,1093
05000US05087,"Madison County, Arkansas",15761,15761,18.89235,837.0798,834.2532,2.826615,2125,109,51,47,363,606,1179,153,710,396,189,1329,295,961,1057,7,438,144,119,2041,818,9,0,0,108,160,2340,995,209,15,171
05000US05089,"Marion County, Arkansas",16404,16404,27.47699,640.3099,597.0087,43.30116,1752,28,3,42,609,332,1289,64,748,222,151,979,469,785,746,0,715,45,297,2527,871,12,2,0,76,17,1810,2071,750,27,166
05000US05091,"Miller County, Arkansas",43666,43666,69.79998,637.6491,625.5876,12.06155,4263,114,34,126,1753,1115,2567,581,2699,1077,732,3992,1527,2969,1858,4,1673,230,299,5210,3130,52,68,12,295,198,6616,3165,2553,19,699
05000US05093,"Mississippi County, Arkansas",44199,44199,49.07861,919.8137,900.5756,19.23807,5506,207,61,111,2123,801,4536,414,2040,794,547,3693,1144,3033,1372,11,2159,206,388,5243,4444,10,28,30,148,192,5980,2319,1769,59,1033
05000US05095,"Monroe County, Arkansas",7542,7542,12.42237,621.3063,607.1306,14.17577,1145,3,0,0,365,161,508,166,320,167,107,551,260,597,344,0,513,60,32,811,701,0,0,9,79,52,1058,561,125,3,194
05000US05097,"Montgomery County, Arkansas",9100,9100,11.66845,800.2887,779.8807,20.40798,1364,31,0,4,159,435,215,40,182,187,86,753,408,623,586,0,259,25,74,1271,492,7,2,0,52,123,1313,946,304,11,163
05000US05099,"Nevada County, Arkansas",8668,8668,14.0296,620.6388,617.8367,2.802134,1015,25,0,23,247,152,700,149,292,260,78,876,71,709,319,1,433,39,12,890,944,0,0,0,14,151,1255,551,188,50,232
05000US05101,"Newton County, Arkansas",7988,7988,9.730715,823.1955,820.9058,2.289715,1154,39,10,5,165,292,337,39,328,326,120,736,300,645,632,0,372,24,47,1001,456,21,0,0,108,154,1062,715,104,4,129
05000US05103,"Ouachita County, Arkansas",24728,24728,33.74531,739.7527,732.7834,6.969309,2376,49,13,0,864,723,2367,144,1022,461,346,2454,497,2262,732,0,1391,158,119,2723,2084,68,4,15,283,439,2534,1752,239,6,550
05000US05105,"Perry County, Arkansas",10246,10246,18.57632,560.5313,551.5624,8.968974,1274,22,15,0,317,426,451,110,498,272,159,696,252,726,361,16,263,52,61,1194,655,1,0,8,50,66,1052,852,64,0,153
05000US05107,"Phillips County, Arkansas",19929,19929,28.64907,727.3424,695.6247,31.71771,2986,82,55,190,1426,168,563,243,828,480,102,1991,824,1684,541,0,1116,159,234,1464,2795,30,0,0,184,153,3049,1126,385,0,513
05000US05109,"Pike County, Arkansas",11017,11017,18.34274,614.1297,600.6191,13.5106,1427,37,18,9,271,385,736,108,495,217,167,1000,371,820,570,13,439,40,65,1473,672,29,1,2,77,123,1623,862,161,26,125
05000US05111,"Poinsett County, Arkansas",24131,24131,31.81994,763.5823,758.361,5.221242,3474,59,22,41,673,644,1473,206,1138,424,341,1955,616,1260,1076,3,1025,45,231,2603,1947,4,18,0,91,214,3312,1369,286,42,609
05000US05113,"Polk County, Arkansas",20290,20290,23.65672,862.4622,857.6844,4.777721,2218,70,39,46,681,694,1119,108,864,339,291,1884,329,1286,1020,3,721,64,139,2928,1728,39,3,15,63,432,3022,2045,497,36,402
05000US05115,"Pope County, Arkansas",63107,63107,77.66491,830.775,812.5548,18.22012,6557,366,165,121,2097,1809,4394,550,3168,1898,1193,6528,2370,3777,2649,23,1649,455,331,8575,3490,48,72,36,524,472,7306,4142,809,291,745
05000US05117,"Prairie County, Arkansas",8334,8334,12.8628,675.6121,647.9151,27.69706,1057,9,9,3,250,257,354,144,478,294,107,671,147,457,533,7,487,6,43,987,518,0,0,0,77,78,993,703,90,0,215
05000US05119,"Pulaski County, Arkansas",391806,391806,516.5043,807.6561,758.5726,49.08342,26088,4439,1865,950,12463,9359,11769,3977,21558,9021,13107,50135,16633,36017,14140,243,13501,6694,2873,59747,25409,2082,401,292,2059,2176,44774,29643,8822,1511,5026
05000US05121,"Randolph County, Arkansas",17584,17584,26.95948,656.0422,652.238,3.8042,2052,58,16,29,293,429,1015,88,744,576,224,2236,360,1067,747,42,718,41,174,2695,990,0,4,0,116,244,2371,1359,527,19,399
05000US05123,"St. Francis County, Arkansas",27023,27023,42.56965,642.5363,634.795,7.741323,4088,45,7,100,1125,538,1149,424,1109,671,200,2163,689,1965,965,28,1219,106,243,2618,2250,106,16,15,299,83,3463,1831,986,141,600
05000US05125,"Saline County, Arkansas",115577,115577,159.7323,730.4892,723.5671,6.922091,8565,750,239,399,2714,4468,4318,1872,7644,2568,3229,14242,4668,9444,4160,92,1606,1164,1380,20356,2886,74,70,18,311,564,9940,9256,1441,156,1691
05000US05127,"Scott County, Arkansas",10661,10661,11.94777,898.0546,892.3004,5.754206,1685,35,5,51,569,148,1289,32,432,134,115,1107,190,727,479,0,516,31,101,1415,849,10,0,36,67,124,1104,833,206,0,225
05000US05129,"Searcy County, Arkansas",7938,7938,11.91723,668.5103,666.0946,2.415723,906,11,0,11,131,340,470,144,443,116,179,641,119,486,653,0,398,68,26,871,380,10,0,0,121,223,1047,593,106,23,58
05000US05131,"Sebastian County, Arkansas",127351,127351,239.4287,547.2209,531.8953,15.32552,14700,660,225,375,3167,3075,10899,1627,6840,3070,2049,12458,4851,5487,4125,147,4720,1373,1143,17910,10124,357,386,44,953,765,17245,8675,3770,378,1893
05000US05133,"Sevier County, Arkansas",17193,17193,30.42325,581.2772,565.127,16.15028,3233,22,0,46,533,687,2223,131,670,279,117,1228,406,1052,703,2,490,25,90,2152,1657,11,16,0,71,159,3174,1095,254,25,454
05000US05135,"Sharp County, Arkansas",17027,17027,28.16992,606.4361,604.439,1.997146,2061,60,32,28,509,547,746,76,652,426,204,1517,601,854,798,0,756,77,116,2572,992,12,0,0,78,298,2467,1879,300,0,278
05000US05137,"Stone County, Arkansas",12503,12503,20.61826,609.4319,606.4041,3.027786,2146,0,0,66,382,450,304,126,434,185,120,1112,471,816,983,4,380,56,33,1612,807,0,101,0,113,165,1449,1222,571,88,227
05000US05139,"Union County, Arkansas",40334,40334,38.81198,1055.201,1039.215,15.98524,4458,106,40,62,1602,1115,2421,260,2198,921,734,3899,1164,2393,1349,10,2037,367,258,4946,3042,21,45,11,274,186,5219,2506,784,50,769
05000US05141,"Van Buren County, Arkansas",16892,16892,23.79962,724.2845,709.7592,14.52534,1946,46,10,79,745,789,242,105,821,377,223,1270,358,881,947,0,766,52,156,2200,905,0,0,0,39,139,2567,1610,284,36,272
05000US05143,"Washington County, Arkansas",219930,219930,233.4675,952.4098,942.0157,10.3941,20867,2792,815,569,5742,6862,15754,2822,13687,4588,4918,25539,9393,15051,9620,233,7679,3349,1469,29563,12189,1013,330,516,2344,1566,29521,11434,8613,1083,2687
05000US05145,"White County, Arkansas",78823,78823,76.15031,1042.146,1035.098,7.048288,8062,844,409,144,2160,2142,3167,627,4404,2056,1449,9063,2350,4983,2505,126,2705,736,315,10756,3716,63,57,83,802,560,9621,5638,2165,248,1091
05000US05147,"Woodruff County, Arkansas",6873,6873,11.71331,593.9901,586.7684,7.221669,1186,6,6,34,357,185,308,91,301,153,86,614,115,375,226,0,481,29,29,692,445,23,0,0,75,41,1100,568,31,0,106
05000US05149,"Yell County, Arkansas",21716,21716,23.3451,948.8575,930.2167,18.64086,3221,36,18,22,639,660,2128,129,883,486,186,1762,538,1300,804,45,594,98,129,2565,1376,29,4,6,201,126,2693,1276,327,32,295
05000US06001,"Alameda County, California",1605217,1605217,2171.873,821.3253,739.0933,82.23202,141393,31512,11760,1890,61327,42368,80525,21783,75635,39774,48506,177195,71705,107075,80725,1039,28717,72709,20194,221546,49010,105342,2673,15239,26685,23786,133234,56099,24550,19919,28159
05000US06003,"Alpine County, California",1184,1184,1.603597,743.1887,738.3403,4.848403,70,20,18,0,55,30,0,0,44,38,8,75,63,140,62,0,22,26,9,166,40,0,9,0,31,0,175,115,105,8,12
05000US06005,"Amador County, California",36963,36963,62.16744,605.9504,594.5717,11.37865,3351,240,117,92,1677,873,622,132,1895,470,534,2450,1789,2807,2139,39,801,594,386,6314,1019,8,4,18,384,836,2323,4150,484,50,517
05000US06007,"Butte County, California",223877,223877,136.8053,1677.131,1636.464,40.66652,16950,1611,720,374,10933,4862,5886,1645,12012,2911,4705,25645,10753,15688,11437,364,7309,2750,3861,30798,10121,1170,350,2317,2887,1645,23714,15757,2711,709,2800
05000US06009,"Calaveras County, California",44787,44787,43.90827,1036.926,1020.013,16.9136,3248,226,25,145,1758,1900,1393,328,1866,859,674,3840,1429,2886,2486,92,863,778,528,8724,1257,151,46,13,310,879,3667,4569,436,69,737
05000US06011,"Colusa County, California",21361,21361,18.56302,1156.358,1150.728,5.629772,4278,30,14,27,871,486,806,197,723,498,281,1079,1270,1218,1107,19,271,230,206,2700,1161,30,0,36,200,342,3296,952,156,60,312
05000US06013,"Contra Costa County, California",1107925,1107925,1532.916,803.7682,722.7566,81.01166,82371,14818,5332,1485,43374,35608,36139,12823,55407,25735,47430,113935,46473,69977,62069,888,15082,52794,11096,186810,33880,52641,1509,2590,8831,34064,93620,51446,13073,9094,18520
05000US06015,"Del Norte County, California",27628,27628,27.45719,1229.682,1006.221,223.4606,3461,214,108,38,1041,315,311,79,1008,203,411,2487,1296,2806,1051,30,941,218,586,3271,1600,66,10,98,235,49,2605,2155,465,27,487
05000US06017,"El Dorado County, California",183000,183000,107.1513,1786.348,1707.865,78.48276,9608,1900,689,100,8506,6096,5796,1469,9867,3220,6122,16945,9640,13574,12011,228,2648,6760,1897,36378,4294,1428,245,615,1710,2958,13912,14603,2186,571,2050
05000US06019,"Fresno County, California",963160,963160,161.637,6011.052,5958.783,52.26837,151875,4887,1851,2858,51478,20259,28025,14526,40404,18381,18293,89768,33510,68434,34697,522,24317,10642,25211,111045,106238,4883,1187,3151,6360,7225,134940,38494,5958,4492,20003
05000US06021,"Glenn County, California",27976,27976,21.29159,1326.977,1313.946,13.03067,4903,62,11,102,1172,633,871,196,1225,509,230,2076,822,1906,1410,73,964,167,334,3548,1957,35,0,71,339,281,4015,1304,117,73,280
05000US06023,"Humboldt County, California",135182,135182,37.88768,4052.255,3567.967,484.2872,8794,1366,582,164,6228,4201,2526,1225,8494,2067,2621,15537,7946,12772,9878,258,4194,1285,2119,17789,5661,1097,239,1015,3666,858,19266,8957,2612,263,1564
05000US06025,"Imperial County, California",178807,178807,42.81182,4481.689,4176.58,305.1096,35505,146,64,486,12048,2724,2626,1562,8492,3926,2003,14673,4381,15592,4042,152,4191,1015,3150,16967,16032,684,39,332,1250,1526,24991,5818,1345,1698,5162
05000US06027,"Inyo County, California",18326,18326,1.800031,10226.92,10180.94,45.9802,1526,148,43,9,555,504,203,64,1057,670,324,1799,1380,2525,895,0,313,213,215,2419,489,90,10,455,672,170,1844,1579,296,33,190
05000US06029,"Kern County, California",871337,871337,107.1501,8162.649,8131.925,30.72399,136966,3122,1097,2244,44848,20894,19022,10215,35569,17383,12317,64901,28053,56028,27598,768,17625,9000,17250,105430,81808,3061,1010,1574,4361,8189,112428,40731,9329,4042,17085
05000US06031,"Kings County, California",150261,150261,108.1465,1391.532,1389.421,2.111421,24929,268,104,156,6890,1760,4413,1136,5043,2249,1312,11083,4923,12235,3666,107,2769,1184,2408,14686,12079,504,283,278,1260,853,16702,9958,2784,1059,2847
05000US06033,"Lake County, California",64076,64076,50.99612,1329.427,1256.488,72.93953,7528,309,108,82,3554,1760,1055,571,2377,1143,939,5559,2403,4352,3222,25,2825,569,1253,8803,4056,170,13,4,684,1269,9286,5838,813,125,937
05000US06035,"Lassen County, California",31945,31945,7.034515,4720.115,4541.18,178.9347,4245,103,22,71,942,543,129,143,751,305,285,1852,670,4482,846,37,642,214,462,3673,1279,75,0,41,340,254,1809,2596,583,120,307
05000US06037,"Los Angeles County, California",10057155,10057155,2478.24,4751.135,4058.185,692.9493,1495617,86083,37588,18898,460565,268351,476943,165120,501212,256614,292365,968020,515900,534997,624008,7437,212577,250436,129686,1105414,573476,303621,11627,41795,128872,149951,1585437,292006,99973,75137,203102
05000US06039,"Madera County, California",153366,153366,71.76315,2153.313,2137.114,16.19974,26930,518,145,369,4872,3111,5064,1300,5748,2488,1845,10351,4620,8057,5466,77,3534,1192,2431,17480,13543,150,134,173,1016,1137,20801,7903,497,419,2976
05000US06041,"Marin County, California",259358,259358,498.2964,828.1915,520.4894,307.7021,13078,6010,2604,203,7021,6761,6068,3147,12514,3767,13327,27672,12285,13783,26942,184,3524,23398,1206,47646,5188,12377,349,2096,4126,4330,16231,12956,3867,2339,1680
