Geo_GEOID,Geo_NAME,SE_T002_001,SE_T002_002,SE_T002_003,SE_T012_001,SE_T012_002,SE_T012_003,SE_T057_001,SE_T098_001,SE_T104_001,ACS16_5yr_B25077001,ACS16_5yr_B25077001s
05000US20083,"Hodgeman County, Kansas",1919,2.231416,859.9920988,48.9,46.6,51.2,56250,1957,608,85900,2532.121212
05000US20085,"Jackson County, Kansas",13365,20.36666,656.2194049,41.3,39.6,42.7,54700,1972,639,121000,3536.969697
05000US20087,"Jefferson County, Kansas",18880,35.45044,532.5744397,43.7,42.7,44.8,56777,1975,695,130100,4315.757576
05000US20089,"Jewell County, Kansas",3003,3.300795,909.7807712,51.2,50.2,52.5,37750,1942,490,53200,2275.757576
05000US20091,"Johnson County, Kansas",572428,1209.039,473.4568963,37.1,35.9,38.3,78186,1985,978,222400,990.9090909
05000US20093,"Kearny County, Kansas",3943,4.529356,870.5433014,35.1,30.7,38.8,49396,1973,588,91000,4865.454545
05000US20095,"Kingman County, Kansas",7697,8.915138,863.3629129,45.4,42.8,47.5,56142,1954,593,90200,4456.363636
05000US20097,"Kiowa County, Kansas",2520,3.487216,722.6395551,40.8,40.2,41.3,44896,1972,542,118400,16587.87879
05000US20099,"Labette County, Kansas",20833,32.28447,645.2946778,40.9,39.1,43,41851,1960,572,75300,2372.727273
05000US20101,"Lane County, Kansas",1687,2.351502,717.4139185,43,42.4,43.8,58077,1957,493,74700,5701.212121
05000US20103,"Leavenworth County, Kansas",78785,170.1109,463.1389118,37.3,36.4,38.8,66046,1978,917,168900,2945.454545
05000US20105,"Lincoln County, Kansas",3134,4.356433,719.395852,46.1,43.7,47.3,49583,1939,516,69300,2327.878788
05000US20107,"Linn County, Kansas",9524,16.03194,594.064096,43.4,43.6,43.2,45790,1978,625,90500,5724.848485
05000US20109,"Logan County, Kansas",2800,2.60952,1072.994377,41.3,40.3,42.1,48205,1956,677,80500,4148.484848
05000US20111,"Lyon County, Kansas",33401,39.41223,847.4780887,32.8,32.5,33,40611,1968,619,94500,2698.787879
05000US20113,"McPherson County, Kansas",29164,32.46669,898.2746546,41.8,40.3,43.5,56783,1968,662,138800,2551.515152
05000US20115,"Marion County, Kansas",12213,12.93352,944.2906207,45.1,43.6,47.1,47926,1956,562,82600,2756.969697
05000US20117,"Marshall County, Kansas",9963,11.06781,900.1778603,45.2,43,46.6,47532,1953,524,92000,3368.484848
05000US20119,"Meade County, Kansas",4310,4.406559,978.0875216,39.6,36.2,42.9,52960,1956,660,91100,2843.030303
05000US20121,"Miami County, Kansas",32787,56.95532,575.6617621,40.8,39.8,41.9,63353,1980,805,173400,4256.363636
05000US20123,"Mitchell County, Kansas",6299,8.975594,701.7920145,43.8,41.1,47.5,49755,1954,512,90000,4513.939394
05000US20125,"Montgomery County, Kansas",33765,52.46861,643.5275777,40,37.4,42.8,42646,1955,634,71600,1760.606061
05000US20127,"Morris County, Kansas",5694,8.189526,695.2783658,47.7,46.5,49.7,48551,1961,543,89500,3632.121212
05000US20129,"Morton County, Kansas",3033,4.156329,729.7304914,41,38.1,45.3,44100,1969,573,105600,5574.545455
05000US20131,"Nemaha County, Kansas",10177,14.18544,717.4258784,41.2,38.5,43.5,50400,1968,562,110400,5152.727273
05000US20133,"Neosho County, Kansas",16358,28.62431,571.4723373,39.9,39.2,40.7,43867,1956,592,74500,3278.787879
05000US20135,"Ness County, Kansas",3047,2.83511,1074.737755,46.8,44.6,49.4,47298,1962,605,68800,2694.545455
05000US20137,"Norton County, Kansas",5558,6.329981,878.0437407,43.7,40.4,48.2,47651,1954,675,69700,5361.212121
05000US20139,"Osage County, Kansas",16001,22.67979,705.5180178,42.7,41.9,43.5,52171,1973,632,101800,3167.878788
05000US20141,"Osborne County, Kansas",3746,4.197179,892.5042494,48.3,46.3,49.6,41432,1950,489,60100,4256.969697
05000US20143,"Ottawa County, Kansas",6004,8.330409,720.7328899,42.2,39.1,46.2,52241,1956,667,92800,4601.818182
05000US20145,"Pawnee County, Kansas",6840,9.068457,754.2628182,43.7,42.5,48.2,46227,1953,534,77200,3453.939394
05000US20147,"Phillips County, Kansas",5484,6.19051,885.8720396,44.9,44.3,45.7,45940,1957,521,76500,3124.242424
05000US20149,"Pottawatomie County, Kansas",22920,27.25262,841.0199399,34.8,35,34.6,62500,1979,745,165900,4621.818182
05000US20151,"Pratt County, Kansas",9729,13.23606,735.0377222,38.8,34.3,42.7,48995,1954,697,86300,3166.666667
05000US20153,"Rawlins County, Kansas",2557,2.391024,1069.41639,50.3,48.3,51.8,49327,1947,590,81500,4918.181818
05000US20155,"Reno County, Kansas",63803,50.82501,1255.346493,40.1,38.1,42.7,46000,1961,676,96100,1530.30303
05000US20157,"Republic County, Kansas",4768,6.646487,717.3714164,50.9,49.9,51.9,41489,1943,487,55400,2805.454545
05000US20159,"Rice County, Kansas",9949,13.69947,726.2326652,37.7,35.6,41.4,46335,1951,528,74200,2884.848485
05000US20161,"Riley County, Kansas",75026,123.0376,609.7811851,24.9,24.7,25.4,46609,1979,905,184500,3126.666667
05000US20163,"Rooks County, Kansas",5160,5.794253,890.537587,43.7,43.3,44.4,46750,1954,548,74600,3763.636364
05000US20165,"Rush County, Kansas",3144,4.380276,717.7629796,48.3,48.1,48.7,40395,1952,555,66700,3895.757576
05000US20167,"Russell County, Kansas",6988,7.884819,886.2600939,47.4,44.8,49.2,42656,1951,584,85100,3123.030303
05000US20169,"Saline County, Kansas",55547,77.12421,720.2278065,37.6,36.8,38.9,48497,1964,719,123200,2105.454545
05000US20171,"Scott County, Kansas",4958,6.909285,717.5851131,41.5,39.8,43.2,61886,1968,770,133500,6661.212121
05000US20173,"Sedgwick County, Kansas",508221,509.4877,997.5138603,34.8,33.8,35.8,51157,1974,750,128000,721.2121212
05000US20175,"Seward County, Kansas",23185,36.26433,639.3334579,29.2,29,29.7,47507,1970,699,89400,3890.30303
05000US20177,"Shawnee County, Kansas",178567,328.2556,543.9875953,38.8,37.3,40.2,52088,1969,738,125900,1414.545455
05000US20179,"Sheridan County, Kansas",2522,2.814867,895.9572013,46.5,43.4,48.6,50822,1956,503,91400,5103.636364
05000US20181,"Sherman County, Kansas",6038,5.717456,1056.064099,38.1,38.3,37.4,47036,1966,637,80400,4330.909091
05000US20183,"Smith County, Kansas",3701,4.133051,895.4642755,51.2,50.7,51.9,43913,1948,449,65200,2176.363636
05000US20185,"Stafford County, Kansas",4284,5.408777,792.0460234,43,40.9,45.4,46830,1947,629,64900,2530.909091
05000US20187,"Stanton County, Kansas",2115,3.108683,680.3524094,39.2,39,39.5,44567,1972,575,76900,6959.393939
05000US20189,"Stevens County, Kansas",5738,7.889848,727.2636877,34.9,33.8,37,54333,1971,676,98600,14310.90909
05000US20191,"Sumner County, Kansas",23509,19.89551,1181.623686,40.5,39.2,41.7,50950,1958,647,84200,1926.060606
05000US20193,"Thomas County, Kansas",7909,7.359355,1074.686555,36.2,34.1,37.7,52074,1963,457,110100,6678.787879
05000US20195,"Trego County, Kansas",2927,3.290702,889.4758246,50.4,49.6,52.3,54630,1956,540,82000,5444.848485
05000US20197,"Wabaunsee County, Kansas",6960,8.762443,794.2990809,43.1,42.9,43.2,57791,1962,685,112700,4853.333333
05000US20199,"Wallace County, Kansas",1584,1.733701,913.6522208,42.5,43.8,40.4,45804,1955,438,82500,5444.848485
05000US20201,"Washington County, Kansas",5613,6.273186,894.760717,46.3,44.3,48.5,47045,1949,440,73900,2816.363636
05000US20203,"Wichita County, Kansas",2168,3.017119,718.5663686,40.5,41.7,35.5,57596,1969,674,81800,8435.151515
05000US20205,"Wilson County, Kansas",8956,15.70075,570.4187294,44,42.5,46.2,43594,1955,578,61700,3120
05000US20207,"Woodson County, Kansas",3186,6.399905,497.8198571,47.5,46.4,49,35321,1950,542,52100,5058.181818
05000US20209,"Wyandotte County, Kansas",161777,1067.116,151.6021356,33.5,32.7,34.3,40757,1960,799,90100,1091.515152
05000US21001,"Adair County, Kentucky",19156,47.26574,405.2829897,40.8,38.8,42.9,33873,1981,499,86100,2333.333333
05000US21003,"Allen County, Kentucky",20421,59.30516,344.3376819,40.3,39.6,41.7,41166,1986,607,98200,3083.636364
05000US21005,"Anderson County, Kentucky",21867,108.3419,201.8332502,40.6,39.2,41.6,53513,1988,728,136300,3512.121212
05000US21007,"Ballard County, Kentucky",8216,33.30914,246.6590455,42.9,41.5,44.3,43923,1977,615,108400,4995.151515
05000US21009,"Barren County, Kentucky",43287,88.78583,487.5440288,40.2,38.7,41.9,39034,1978,595,108300,2651.515152
05000US21011,"Bath County, Kentucky",12113,43.44734,278.7972763,40.3,38.8,40.8,34986,1981,591,73500,3936.363636
05000US21013,"Bell County, Kentucky",27676,77.09184,359.0004216,41.1,39.2,42.4,22603,1975,490,59800,2616.969697
05000US21015,"Boone County, Kentucky",125656,510.3486,246.2160103,36.6,36,37.1,69165,1994,922,178300,1881.818182
05000US21017,"Bourbon County, Kentucky",20004,69.04601,289.7198782,41.6,39.9,44.1,44232,1974,674,140500,4299.393939
05000US21019,"Boyd County, Kentucky",48716,304.7281,159.8671314,41.8,40.5,43.5,44140,1968,624,100700,3471.515152
05000US21021,"Boyle County, Kentucky",29650,164.3439,180.4143649,40.7,38.6,42.6,40758,1975,652,136900,3587.878788
05000US21023,"Bracken County, Kentucky",8404,40.87302,205.6124059,41,39.9,41.8,35887,1973,576,96200,3788.484848
05000US21025,"Breathitt County, Kentucky",13476,27.36722,492.4139324,41,39.9,43.1,25484,1983,475,49600,2485.454545
05000US21027,"Breckinridge County, Kentucky",20000,35.26073,567.2031469,43.2,41.2,44.3,43390,1981,535,91600,3464.848485
05000US21029,"Bullitt County, Kentucky",77727,261.6855,297.0244866,39.7,39.1,40.2,58702,1991,784,149000,1807.272727
05000US21031,"Butler County, Kentucky",12828,30.10647,426.0878799,41,38.7,42.5,38427,1981,580,92300,7609.090909
05000US21033,"Caldwell County, Kentucky",12758,37.00203,344.7918616,42.4,41.5,43.1,43491,1975,541,95600,4921.212121
05000US21035,"Calloway County, Kentucky",38302,99.47967,385.023387,34.1,34.2,34.1,36692,1982,585,123400,3307.272727
05000US21037,"Campbell County, Kentucky",91456,604.3922,151.3189775,37.9,36.6,38.8,56772,1967,777,156600,1880.606061
05000US21039,"Carlisle County, Kentucky",4954,26.15154,189.4343665,42.4,41.5,43,40913,1978,609,78800,3747.878788
05000US21041,"Carroll County, Kentucky",10776,83.81448,128.5696644,38,36.8,40.1,42882,1974,659,104200,7835.151515
05000US21043,"Carter County, Kentucky",27292,66.64775,409.4961861,40.7,39.1,41.8,37367,1984,563,81000,2895.757576
05000US21045,"Casey County, Kentucky",15928,35.85506,444.2329277,42.6,41.3,43.5,32315,1982,481,76000,3842.424242
05000US21047,"Christian County, Kentucky",73936,103.0458,717.5060888,28.3,26.4,31.4,40253,1978,763,109200,2862.424242
05000US21049,"Clark County, Kentucky",35706,141.43,252.4640701,42,39.7,43.3,49069,1978,695,138000,2824.848485
05000US21051,"Clay County, Kentucky",21160,45.09351,469.24711,39,37.1,40.9,22174,1987,483,54500,2999.393939
05000US21053,"Clinton County, Kentucky",10172,51.57017,197.2458127,40.9,39.7,42.5,29872,1981,534,65900,3351.515152
05000US21055,"Crittenden County, Kentucky",9211,25.58941,359.9535813,43.3,42.8,44.2,38739,1975,517,78500,3350.909091
05000US21057,"Cumberland County, Kentucky",6780,22.21627,305.1816827,45.2,43.8,46.4,33268,1976,386,82100,5482.424242
05000US21059,"Daviess County, Kentucky",98724,215.3823,458.3664171,39.1,37.5,40.6,46675,1974,663,119400,2021.818182
05000US21061,"Edmonson County, Kentucky",12086,39.90295,302.8849122,42.9,42.3,43.6,41689,1985,640,86600,4438.787879
05000US21063,"Elliott County, Kentucky",7661,32.69514,234.3162053,42.1,41.4,45,27969,1984,505,70700,3600.606061
05000US21065,"Estill County, Kentucky",14406,56.92319,253.0778799,42.7,42.2,43.6,29694,1979,560,74200,4863.030303
05000US21067,"Fayette County, Kentucky",311529,1098.298,283.6470161,34.1,33.2,35.1,50661,1980,793,170800,982.4242424
05000US21069,"Fleming County, Kentucky",14543,41.72516,348.5426743,40.6,40,41.6,36063,1980,496,86400,3160.606061
05000US21071,"Floyd County, Kentucky",38144,96.973,393.3466132,41,39.2,42.6,30540,1979,543,69400,3124.848485
05000US21073,"Franklin County, Kentucky",49982,240.5859,207.7511649,40.8,39.4,42.1,50999,1975,699,138800,2307.878788
05000US21075,"Fulton County, Kentucky",6323,30.70449,205.9308136,43,38.1,45.8,26841,1970,455,61600,3126.666667
05000US21077,"Gallatin County, Kentucky",8543,86.87206,98.34002629,37.2,37.3,36.8,51180,1991,701,108700,5246.666667
05000US21079,"Garrard County, Kentucky",17051,74.1097,230.0778289,42.4,41.4,44.1,46373,1988,664,129500,5732.727273
05000US21081,"Grant County, Kentucky",24705,95.76878,257.9650809,36.6,35.3,37.8,44191,1988,717,122000,4831.515152
05000US21083,"Graves County, Kentucky",37379,67.74625,551.7500653,40.3,39.1,41.2,40268,1975,592,94400,2355.757576
05000US21085,"Grayson County, Kentucky",26092,52.32716,498.6320925,40,39.1,41.2,36129,1980,529,102700,3724.242424
05000US21087,"Green County, Kentucky",11123,38.8863,286.0390457,44,43.5,44.7,36681,1975,531,75000,2356.969697
05000US21089,"Greenup County, Kentucky",36255,105.2542,344.4516716,43,41.4,44.6,46771,1975,642,99700,2213.939394
05000US21091,"Hancock County, Kentucky",8716,46.4473,187.6535521,41.4,40.1,42.2,49375,1978,549,105600,4947.272727
05000US21093,"Hardin County, Kentucky",107573,172.5867,623.2982948,36,34.4,38.3,51541,1985,765,145700,2045.454545
05000US21095,"Harlan County, Kentucky",28031,60.17464,465.8274185,41.2,40.1,42.3,25350,1974,462,52700,1969.69697
05000US21097,"Harrison County, Kentucky",18629,60.80667,306.3644279,42.4,41,43.1,40164,1975,600,123700,4915.757576
05000US21099,"Hart County, Kentucky",18510,44.87506,412.4785011,40.8,40.4,41.1,35738,1980,479,83600,3249.69697
05000US21101,"Henderson County, Kentucky",46362,106.2174,436.4821212,40.2,39,41.6,41630,1976,622,113500,2679.393939
05000US21103,"Henry County, Kentucky",15528,54.24141,286.275748,41.5,39.8,43.5,50412,1977,741,122300,4043.030303
05000US21105,"Hickman County, Kentucky",4691,19.36234,242.2744816,47.3,44.9,47.8,39756,1974,527,68200,4984.242424
05000US21107,"Hopkins County, Kentucky",46359,85.53384,541.9960247,41,39.1,43,43169,1974,611,92500,3007.272727
05000US21109,"Jackson County, Kentucky",13357,38.69386,345.1968673,40.6,40.3,42.1,30884,1983,532,79400,8109.69697
05000US21111,"Jefferson County, Kentucky",759724,1996.774,380.4757582,38,36.5,39.8,50099,1969,770,154100,662.4242424
05000US21113,"Jessamine County, Kentucky",51015,296.3892,172.1216809,37.6,36.1,38.4,52748,1989,795,160500,3152.121212
05000US21115,"Johnson County, Kentucky",23280,88.86921,261.9580075,41.6,40.8,42.3,35060,1979,553,83800,4736.969697
05000US21117,"Kenton County, Kentucky",163393,1019.601,160.251961,36.7,35.8,37.7,56568,1972,751,147000,1564.242424
05000US21119,"Knott County, Kentucky",15884,45.18687,351.5180456,41.3,40.4,41.9,28165,1984,474,50900,2467.272727
05000US21121,"Knox County, Kentucky",31740,82.16441,386.2986485,40.1,38,42,26553,1983,540,77000,3066.666667
05000US21123,"Larue County, Kentucky",14127,54.01623,261.532492,40.8,40,43.2,41050,1981,661,111600,5596.363636
05000US21125,"Laurel County, Kentucky",59950,138.147,433.957989,39.1,38.1,40.2,36139,1987,602,99900,2881.818182
05000US21127,"Lawrence County, Kentucky",15870,38.18621,415.5950437,41.1,39.7,41.9,35016,1985,508,82800,4053.939394
05000US21129,"Lee County, Kentucky",6896,33.01777,208.8572333,42.8,40.7,45.2,21185,1980,456,63800,3930.909091
05000US21131,"Leslie County, Kentucky",10869,27.11527,400.8442356,41.7,40.8,42.6,25282,1982,439,44200,3317.575758
05000US21133,"Letcher County, Kentucky",23382,69.19513,337.9139548,41.7,40.4,43.4,29181,1977,548,57300,2292.121212
05000US21135,"Lewis County, Kentucky",13646,28.26216,482.8363745,40.9,40.2,42,29088,1978,413,63500,3391.515152
05000US21137,"Lincoln County, Kentucky",24424,73.40428,332.732649,40.5,38.8,42.6,35185,1987,605,89400,3020.606061
05000US21139,"Livingston County, Kentucky",9353,29.86952,313.1285427,46.5,46.1,47.3,43333,1978,607,88700,4130.909091
05000US21141,"Logan County, Kentucky",26757,48.46126,552.1317442,40.6,39.6,41.5,39027,1976,614,96500,4303.636364
05000US21143,"Lyon County, Kentucky",8325,38.93085,213.8406819,49,45.5,52.8,47861,1988,449,129400,14558.18182
05000US21145,"McCracken County, Kentucky",65292,262.4839,248.7466907,42.4,41.3,43.7,42303,1975,634,127600,3640
05000US21147,"McCreary County, Kentucky",17850,41.82249,426.8037937,38.9,37.2,40.5,18972,1982,603,62500,2966.060606
05000US21149,"McLean County, Kentucky",9492,37.59586,252.4746462,41.4,39.5,43,43005,1976,492,98200,5829.69697
05000US21151,"Madison County, Kentucky",87324,199.6886,437.3008307,33.9,33.1,34.8,43707,1989,657,147400,2662.424242
05000US21153,"Magoffin County, Kentucky",12887,41.78066,308.4441411,41.2,40.3,42.2,29463,1984,525,56500,4364.848485
05000US21155,"Marion County, Kentucky",19497,56.84098,343.0095645,39.1,37.6,40.4,40392,1980,594,99700,3525.454545
05000US21157,"Marshall County, Kentucky",31213,103.606,301.2662236,44.8,43.6,46,45670,1981,601,115300,3775.757576
05000US21159,"Martin County, Kentucky",12478,54.34297,229.6157171,38.1,35.8,42,29052,1984,553,75600,4900
05000US21161,"Mason County, Kentucky",17229,71.74931,240.1277288,40.9,39.1,42.8,38613,1975,551,105600,5121.818182
05000US21163,"Meade County, Kentucky",28751,94.13473,305.4239448,37.1,37,37.3,50034,1986,775,134700,5002.424242
05000US21165,"Menifee County, Kentucky",6345,31.16634,203.5850297,44.1,42.9,46.1,35280,1990,536,78500,2969.69697
05000US21167,"Mercer County, Kentucky",21411,86.04588,248.8323869,43,40.8,45.4,46130,1973,595,134000,3615.757576
05000US21169,"Metcalfe County, Kentucky",9983,34.46627,289.6455242,43.5,43.1,43.7,33788,1982,476,77600,3304.242424
05000US21171,"Monroe County, Kentucky",10692,32.46163,329.3734735,42.7,39.8,44.4,34120,1976,538,71600,2385.454545
05000US21173,"Montgomery County, Kentucky",27391,138.7823,197.3667214,38.9,36.6,41.1,39750,1981,650,114500,3494.545455
05000US21175,"Morgan County, Kentucky",13379,35.10376,381.127301,41.2,39.4,44.1,32517,1985,532,76900,2444.848485
05000US21177,"Muhlenberg County, Kentucky",31216,66.83207,467.0811324,41.5,39.6,43.2,40445,1975,533,81400,3050.909091
05000US21179,"Nelson County, Kentucky",44875,107.4816,417.5133228,38,36.7,39.5,51408,1989,677,139000,3467.272727
05000US21181,"Nicholas County, Kentucky",7062,36.18402,195.1690402,42,40.8,43.7,37993,1976,526,86200,3756.969697
05000US21183,"Ohio County, Kentucky",24152,41.1256,587.2741341,40.6,39.1,41.6,39479,1978,511,85400,2683.030303
05000US21185,"Oldham County, Kentucky",63876,341.1574,187.2332381,39.1,38.7,39.8,86324,1991,838,250500,4206.060606
05000US21187,"Owen County, Kentucky",10673,30.39805,351.1080237,41.6,41.9,40,41597,1981,605,97000,3601.212121
05000US21189,"Owsley County, Kentucky",4552,23.05891,197.4074567,41.7,39.5,42.7,22106,1980,362,66200,9850.909091
05000US21191,"Pendleton County, Kentucky",14509,52.34895,277.1593135,41.7,41.1,42.2,49766,1981,608,102100,5548.484848
05000US21193,"Perry County, Kentucky",27818,81.8963,339.673444,41.1,40.3,41.5,31578,1980,572,72800,2512.727273
05000US21195,"Pike County, Kentucky",62791,79.80354,786.8196949,41.5,40.1,42.9,32816,1983,623,73100,2063.636364
05000US21197,"Powell County, Kentucky",12387,69.20892,178.9798192,38.7,38.7,38.8,34048,1981,587,80200,4800.606061
05000US21199,"Pulaski County, Kentucky",63772,96.85754,658.4102413,41.8,40.7,43.2,34673,1984,613,109100,2576.969697
05000US21201,"Robertson County, Kentucky",2191,21.92903,99.91321659,47.7,47.6,48,30964,1973,535,115000,7436.363636
05000US21203,"Rockcastle County, Kentucky",16893,53.36675,316.5453925,42.3,41.4,42.7,33500,1986,514,75100,3078.181818
05000US21205,"Rowan County, Kentucky",24302,86.84919,279.8183899,31,30.9,31.3,36216,1986,620,117300,5613.939394
05000US21207,"Russell County, Kentucky",17684,69.71609,253.6573668,43.4,41.7,44.4,31539,1982,519,88600,4446.060606
05000US21209,"Scott County, Kentucky",51348,182.2335,281.7703001,36.1,35.4,36.7,64329,1993,789,167700,2403.030303
05000US21211,"Shelby County, Kentucky",44967,118.4472,379.6376508,38.5,37.6,39.2,61737,1989,825,176800,4452.727273
05000US21213,"Simpson County, Kentucky",17856,76.24141,234.2034264,40.1,37.8,42,42288,1977,678,119700,5729.090909
05000US21215,"Spencer County, Kentucky",17798,95.34063,186.678017,40.6,40.8,40.5,65700,1996,582,186100,7321.212121
